id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
14120695,JK161318,2026-02-24 20:00:00,017XX N ASHLAND AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1433,14,32,24,6,1165406,1911675,2026,2026-03-04T15:45:19.000,41.91323335,-87.66776484,"
,  
(41.913233349, -87.66776484)"
14120366,JK161049,2026-02-24 20:00:00,009XX N HARDING AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,1112,11,37,23,08B,1149885,1905954,2026,2026-03-04T15:45:19.000,41.89785072,-87.72493493,"
,  
(41.897850715, -87.724934928)"
14120655,JK161431,2026-02-24 20:00:00,051XX S MORGAN ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,934,9,20,61,7,1170512,1870920,2026,2026-03-04T15:45:19.000,41.80128807,-87.65019788,"
,  
(41.801288067, -87.650197877)"
14121578,JK162610,2026-02-24 20:00:00,059XX N SHERIDAN RD,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,2022,20,48,77,6,1168560,1939523,2026,2026-03-04T15:45:19.000,41.98958161,-87.65536849,"
,  
(41.989581611, -87.655368494)"
14120992,JK161042,2026-02-24 20:00:00,040XX E 134TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,433,4,10,55,08B,1204544,1816604,2026,2026-03-04T15:45:19.000,41.65143133,-87.52725823,"
,  
(41.651431329, -87.527258234)"
14122129,JK162347,2026-02-24 20:00:00,025XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1935,19,43,7,14,1172365,1917185,2026,2026-03-04T15:45:19.000,41.92820201,-87.64203601,"
,  
(41.928202012, -87.642036006)"
14120775,JK161624,2026-02-24 20:00:00,029XX N LOCKWOOD AVE,760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,FALSE,FALSE,2514,25,31,19,6,1140540,1918888,2026,2026-03-04T15:45:19.000,41.93351976,-87.75894042,"
,  
(41.933519761, -87.758940424)"
14120896,JK161725,2026-02-24 20:00:00,030XX W FLETCHER ST,710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,FALSE,FALSE,1411,14,35,21,6,1155632,1920789,2026,2026-03-04T15:45:19.000,41.93844539,-87.70342647,"
,  
(41.938445391, -87.703426465)"
14122400,JK163558,2026-02-24 19:57:00,047XX S ELLIS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,222,2,4,39,26,1183718,1873712,2026,2026-03-04T15:45:19.000,41.80865131,-87.60168,"
,  
(41.808651313, -87.601680003)"
14120360,JK161046,2026-02-24 19:53:00,015XX N LA SALLE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,TRUE,1821,18,2,8,08B,1174852,1910450,2026,2026-03-04T15:45:19.000,41.90966551,-87.63309935,"
,  
(41.909665505, -87.633099347)"
